0.0053140 6.57390344471721E+001 8.29490936956717E+003
0.0210792 2.45382415865273E+002 8.02517751776015E+003
0.0467942 4.94539975266421E+002 7.61007563561956E+003
0.0817065 7.60888272026880E+002 7.09171403985488E+003
0.1249105 1.00148055127836E+003 6.51437370559193E+003
0.1754417 1.19089232843269E+003 5.91722184612522E+003
0.2323515 1.32052809999128E+003 5.33044327823440E+003
0.2947571 1.39347435145943E+003 4.77447986651804E+003
0.3618673 1.41886980789573E+003 4.26123458675397E+003
0.4329916 1.40771874386587E+003 3.79607495601673E+003
0.5075377 1.37045661040620E+003 3.37987154577706E+003
0.5850032 1.31586280635759E+003 3.01069079304611E+003
0.6649650 1.25079370840437E+003 2.68504824150355E+003
0.7470680 1.18032708976156E+003 2.39875776555090E+003
0.8310139 1.10806561437695E+003 2.14747117435330E+003
0.9165527 1.03646380744443E+003 1.92699094658464E+003
1.0034738 9.67120089478554E+002 1.73343643286622E+003
1.0915995 9.01014309943014E+002 1.56331608319837E+003
1.1807797 8.38690428867566E+002 1.41354262833718E+003
1.2708868 7.80393171829433E+002 1.28141885037904E+003
1.3618115 7.26166660558193E+002 1.16460554230791E+003
1.4534610 6.75924658548784E+002 1.06108321162886E+003
1.5457546 6.29500687349636E+002 9.69114530333373E+002
1.6386236 5.86681308487059E+002 8.87205375586529E+002
1.7320075 5.47230253054640E+002 8.14072724556083E+002
1.8258543 5.10903193995888E+002 7.48613145363998E+002
1.9201186 4.77458174937235E+002 6.89877220410135E+002
2.0147601 4.46662142460224E+002 6.37047248635222E+002
2.1097440 4.18294144435200E+002 5.89416928883621E+002
2.2050388 3.92147905074658E+002 5.46375880048761E+002
2.3006174 3.68032148452634E+002 5.07394811859000E+002
2.3964555 3.45770867175004E+002 4.72014043986412E+002
2.4925310 3.25203017044411E+002 4.39833668315059E+002
2.5888248 3.06181419324097E+002 4.10504469989189E+002
2.6853193 2.88572256308341E+002 3.83721337033366E+002
2.7819988 2.72253772176321E+002 3.59216640179052E+002
2.8788497 2.57115434751888E+002 3.36755275571414E+002
2.9758588 2.43057063032706E+002 3.16130385027187E+002
3.0730149 2.29987658177926E+002 2.97159229483642E+002
3.1703074 2.17824806962218E+002 2.79680372407257E+002
3.2677268 2.06493655373103E+002 2.63550605673203E+002
3.3652646 1.95926298461968E+002 2.48642779130129E+002
3.4629133 1.86061030174676E+002 2.34843667606152E+002
3.5606650 1.76841917588889E+002 2.22052487961968E+002
3.6585133 1.68217966701542E+002 2.10179003511720E+002
3.7564523 1.60142815235736E+002 1.99142494076566E+002
3.8544764 1.52574235189104E+002 1.88870563476044E+002
3.9525810 1.45473696470439E+002 1.79298119709050E+002
4.0507604 1.38806137517924E+002 1.70366705487467E+002
4.1490108 1.32539436859379E+002 1.62023485115356E+002
4.2473280 1.26644258349171E+002 1.54220784108652E+002
4.3457083 1.21093753924454E+002 1.46915476713579E+002
4.4441489 1.15863303914291E+002 1.40068458758743E+002
4.5426454 1.10930403801897E+002 1.33644340781964E+002
4.6411954 1.06274324762232E+002 1.27610869348408E+002
4.7397961 1.01876044048286E+002 1.21938721928728E+002
4.8384450 9.77180657057921E+001 1.16601174937324E+002
4.9371399 9.37842640739792E+001 1.11573816591668E+002
5.0358779 9.00598332090167E+001 1.06834407454902E+002
5.1346571 8.65310621832205E+001 1.02362529161106E+002
5.2334756 8.31853098160784E+001 9.81394970595891E+001
5.3323316 8.00108939371914E+001 9.41481711230682E+001
5.4312238 7.69969947240257E+001 9.03727917951877E+001
5.5301496 7.41336366447414E+001 8.67989199602382E+001
5.6291079 7.14115346021074E+001 8.34132118270922E+001
