0.0053140 3.40925753930891E+001 6.00810090640310E+003
0.0210792 1.28647784483138E+002 5.83352045391107E+003
0.0467942 2.63679587208796E+002 5.56326994513553E+003
0.0817065 4.14417097875347E+002 5.22294626913795E+003
0.1249105 5.58768493726727E+002 4.83990385394741E+003
0.1754417 6.81637446352118E+002 4.43890449564394E+003
0.2323515 7.75641195279996E+002 4.03965619815831E+003
0.2947571 8.39549933858803E+002 3.65613597823177E+003
0.3618673 8.76007622160502E+002 3.29710351887622E+003
0.4329916 8.89520828200978E+002 2.96716068835556E+003
0.5075377 8.85067983876250E+002 2.66791001456666E+003
0.5850032 8.67305539514918E+002 2.39896670703298E+003
0.6649650 8.40207962113600E+002 2.15874434136745E+003
0.7470680 8.06973278854296E+002 1.94501417233976E+003
0.8310139 7.70068417141498E+002 1.75528156442927E+003
0.9165527 7.31333576058402E+002 1.58702054522976E+003
1.0034738 6.92101268981455E+002 1.43781243127551E+003
1.0915995 6.53307893636954E+002 1.30541936065461E+003
1.1807797 6.15588784173559E+002 1.18781563606379E+003
1.2708868 5.79355573431824E+002 1.08319537449576E+003
1.3618115 5.44856336414275E+002 9.89964145232004E+002
1.4534610 5.12221498259546E+002 9.06723146611255E+002
1.5457546 4.81498865500304E+002 8.32251496757300E+002
1.6386236 4.52678690381080E+002 7.65485099743700E+002
1.7320075 4.25713053123944E+002 7.05499042348261E+002
1.8258543 4.00529008039694E+002 6.51488784742948E+002
1.9201186 3.77038602631818E+002 6.02754777879287E+002
2.0147601 3.55145978768223E+002 5.58688631049052E+002
2.1097440 3.34751856210734E+002 5.18759961560856E+002
2.2050388 3.15757295483183E+002 4.82506498858615E+002
2.3006174 2.98065589105372E+002 4.49524111430797E+002
2.3964555 2.81583867159905E+002 4.19459137628310E+002
2.4925310 2.66224078798512E+002 3.92001702667655E+002
2.5888248 2.51903199367382E+002 3.66879345109264E+002
2.6853193 2.38543718909736E+002 3.43852495651805E+002
2.7819988 2.26073398574564E+002 3.22709714879365E+002
2.8788497 2.14425255053683E+002 3.03264179271858E+002
2.9758588 2.03537423361446E+002 2.85350610676229E+002
3.0730149 1.93352705264715E+002 2.68822218949229E+002
3.1703074 1.83818488380664E+002 2.53548684829217E+002
3.2677268 1.74886271406580E+002 2.39413840601316E+002
3.3652646 1.66511462028494E+002 2.26314073316092E+002
3.4629133 1.58653022031721E+002 2.14156707865693E+002
3.5606650 1.51273333286251E+002 2.02858917207625E+002
3.6585133 1.44337706759209E+002 1.92346231808853E+002
3.7564523 1.37814284798142E+002 1.82551781284906E+002
3.8544764 1.31673769838109E+002 1.73415368066639E+002
3.9525810 1.25889182233219E+002 1.64882672076695E+002
4.0507604 1.20435770280501E+002 1.56904749548570E+002
4.1490108 1.15290662388610E+002 1.49437210221263E+002
4.2473280 1.10432811660366E+002 1.42439874557889E+002
4.3457083 1.05842814418157E+002 1.35876284978393E+002
4.4441489 1.01502750246771E+002 1.29713284017560E+002
