0.0053140 5.18258736157892E+000 2.20884493386137E+003
0.0210792 1.99734453863095E+001 2.16402229876510E+003
0.0467942 4.23232120023787E+001 2.09353853348134E+003
0.0817065 6.94450396260355E+001 2.00277147241499E+003
0.1249105 9.84553702058214E+001 1.89772904543568E+003
0.1754417 1.26874158218917E+002 1.78419090851012E+003
0.2323515 1.52883878064912E+002 1.66714195988657E+003
0.2947571 1.75369176029812E+002 1.55051646416798E+003
0.3618673 1.93818008980844E+002 1.43718125810340E+003
0.4329916 2.08166927486094E+002 1.32905812479831E+003
0.5075377 2.18646010163589E+002 1.22730550908387E+003
0.5850032 2.25651162541487E+002 1.13250481189235E+003
0.6649650 2.29651036403340E+002 1.04482521061275E+003
0.7470680 2.31125614338349E+002 9.64156161628160E+002
0.8310139 2.30529462985697E+002 8.90209094627862E+002
0.9165527 2.28272532832045E+002 8.22590488644697E+002
1.0034738 2.24712408190426E+002 7.60853491953784E+002
1.0915995 2.20153574671214E+002 7.04532844439499E+002
1.1807797 2.14850579218830E+002 6.53167320156178E+002
1.2708868 2.09013163098103E+002 6.06314213380944E+002
1.3618115 2.02812031406519E+002 5.63557230201117E+002
1.4534610 1.96384571645925E+002 5.24510398905847E+002
1.5457546 1.89840277445191E+002 4.88820023728910E+002
1.6386236 1.83265390575758E+002 4.56163725655862E+002
1.7320075 1.76727147482865E+002 4.26249824296197E+002
1.8258543 1.70277176158866E+002 3.98814886113914E+002
1.9201186 1.63954485993565E+002 3.73621807957225E+002
2.0147601 1.57787955938897E+002 3.50457698633703E+002
2.1097440 1.51798244745700E+002 3.29131225047064E+002
2.2050388 1.45999559834717E+002 3.09470910462077E+002
2.3006174 1.40400903701170E+002 2.91322762306098E+002
2.3964555 1.35007213979522E+002 2.74548595961013E+002
2.4925310 1.29820287020763E+002 2.59024459253592E+002
2.5888248 1.24839405648230E+002 2.44638843650441E+002
2.6853193 1.20062015245301E+002 2.31291620305999E+002
2.7819988 1.15484102951727E+002 2.18892575995655E+002
2.8788497 1.11100606606338E+002 2.07360441350713E+002
2.9758588 1.06905740182121E+002 1.96621998155843E+002
3.0730149 1.02893157224049E+002 1.86611034443177E+002
3.1703074 9.90562172602175E+001 1.77267789344488E+002
3.2677268 9.53880643590393E+001 1.68538106795625E+002
3.3652646 9.18817803791061E+001 1.60372934028786E+002
3.4629133 8.85304483107311E+001 1.52727730605633E+002
3.5606650 8.53272834284729E+001 1.45562140523340E+002
3.6585133 8.22655887607632E+001 1.38839355365844E+002
3.7564523 7.93388576632443E+001 1.32525890597194E+002
3.8544764 7.65407847650305E+001 1.26591217308965E+002
3.9525810 7.38652723024435E+001 1.21007442156950E+002
4.0507604 7.13064926517480E+001 1.15749150054368E+002
4.1490108 6.88588186212926E+001 1.10793010851190E+002
