0.0053140 2.37989580831328E+001 4.99991949969988E+003
0.0210792 9.02548871445126E+001 4.86381081185866E+003
0.0467942 1.86440251662041E+002 4.65243320600107E+003
0.0817065 2.95967947274122E+002 4.38502128817975E+003
0.1249105 4.03678266049736E+002 4.08231914211574E+003
0.1754417 4.98577701607670E+002 3.76334498182500E+003
0.2323515 5.74607076056808E+002 3.44349711871367E+003
0.2947571 6.29901815424480E+002 3.13395655779194E+003
0.3618673 6.65454240171134E+002 2.84198179256993E+003
0.4329916 6.83821246085328E+002 2.57163679987903E+003
0.5075377 6.88157331934837E+002 2.32462434264833E+003
0.5850032 6.81609163064910E+002 2.10103544029569E+003
0.6649650 6.66997686114840E+002 1.89994643873102E+003
0.7470680 6.46691978740419E+002 1.71985506127264E+003
0.8310139 6.22594919246642E+002 1.55898241031967E+003
0.9165527 5.96184835602720E+002 1.41546757110448E+003
1.0034738 5.68579433425937E+002 1.28748790523760E+003
1.0915995 5.40603262972988E+002 1.17332745485111E+003
1.1807797 5.12849469076796E+002 1.07141063999167E+003
1.2708868 4.85732796201680E+002 9.80315766381901E+002
1.3618115 4.59532605259838E+002 8.98774240299846E+002
1.4534610 4.34426966143063E+002 8.25662542292898E+002
1.5457546 4.10519597802638E+002 7.59991724149288E+002
1.6386236 3.87859813442605E+002 7.00893078591559E+002
1.7320075 3.66458426269258E+002 6.47606164770343E+002
1.8258543 3.46298962618586E+002 5.99465112383403E+002
1.9201186 3.27346472233854E+002 5.55887395241714E+002
2.0147601 3.09554027273296E+002 5.16363517954381E+002
2.1097440 2.92867081514574E+002 4.80446913071090E+002
2.2050388 2.77227194713809E+002 4.47746427798655E+002
2.3006174 2.62574171111418E+002 4.17918475115396E+002
2.3964555 2.48847897640421E+002 3.90661038146822E+002
2.4925310 2.35989609721234E+002 3.65708389354792E+002
2.5888248 2.23942454841713E+002 3.42825941024707E+002
2.6853193 2.12652239820222E+002 3.21806657203873E+002
2.7819988 2.02067518271670E+002 3.02467148520308E+002
2.8788497 1.92139828129448E+002 2.84644823105915E+002
2.9758588 1.82823792597081E+002 2.68195378237647E+002
3.0730149 1.74076921518745E+002 2.52990248358706E+002
3.1703074 1.65859702635602E+002 2.38914962513135E+002
3.2677268 1.58135332375830E+002 2.25867187098825E+002
3.3652646 1.50869660570364E+002 2.13755402455598E+002
3.4629133 1.44030986420139E+002 2.02497535570818E+002
3.5606650 1.37590031661256E+002 1.92020058996383E+002
3.6585133 1.31519590201232E+002 1.82256700588066E+002
3.7564523 1.25794509003341E+002 1.73147816414165E+002
3.8544764 1.20391508696941E+002 1.64639595987830E+002
3.9525810 1.15289021127052E+002 1.56683378350143E+002
4.0507604 1.10467154192066E+002 1.49235233460462E+002
4.1490108 1.05907423099194E+002 1.42255236085345E+002
4.2473280 1.01592734316481E+002 1.35707180944964E+002
4.3457083 9.75072539500221E+001 1.29558156519415E+002
4.4441489 9.36362910181241E+001 1.23778176629737E+002
4.5426454 8.99662789819653E+001 1.18339986708827E+002
4.6411954 8.64845809053402E+001 1.13218630931832E+002
4.7397961 8.31794866934617E+001 1.08391326549809E+002
4.8384450 8.00401228055933E+001 1.03837224417387E+002
4.9371399 7.70563728235038E+001 9.95372012342122E+001
5.0358779 7.42188733956139E+001 9.54737729241290E+001
5.1346571 7.15188736501531E+001 9.16308222962199E+001
5.2334756 6.89482420454018E+001 8.79935485835663E+001
5.3323316 6.64994052051740E+001 8.45483267626082E+001
5.4312238 6.41652943097471E+001 8.12825851892971E+001
5.5301496 6.19393498354216E+001 7.81847707954192E+001
5.6291079 5.98154188116876E+001 7.52441692395830E+001
5.7280973 5.77877667856670E+001 7.24508901318600E+001
5.8271164 5.58510360564814E+001 6.97957808817743E+001
5.9261644 5.40002091462808E+001 6.72703516428386E+001
6.0252392 5.22306180449378E+001 6.48667656603918E+001
6.1243401 5.05378677103815E+001 6.25777153361922E+001
6.2234659 4.89178500597705E+001 6.03964241138610E+001
6.3226158 4.73667149769796E+001 5.83165916507102E+001
6.4217891 4.58808449915249E+001 5.63323460126239E+001
6.5209840 4.44568663659435E+001 5.44382460186158E+001
6.6202001 4.30915909929849E+001 5.26291926311965E+001
6.7194366 4.17820306243254E+001 5.09004381949371E+001
6.8186927 4.05253763398015E+001 4.92475502845310E+001
6.9179682 3.93189806360912E+001 4.76663801766670E+001
7.0172613 3.81603688546026E+001 4.61530705999403E+001
7.1165720 3.70471941995831E+001 4.47039903494654E+001
7.2158999 3.59772462730387E+001 4.33157398185961E+001
7.3152432 3.49484612388345E+001 4.19851587721105E+001
7.4146030 3.39588588595745E+001 4.07092400762576E+001
7.5139770 3.30066079565451E+001 3.94852100476956E+001
7.6133666 3.20899436844844E+001 3.83104179029047E+001
7.7127702 3.12072253730763E+001 3.71824066918405E+001
